text,pIC50,mol,num_atoms,logP
Nc1ccn(C2CSC(CO)O2)c(=O)n1,,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e4eb0>,15,-0.5941
O=C(O)CCSC1=NS(=O)(=O)c2cc(Cl)ccc2N1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e4f20>,19,2.0181
O=C(O)CCSC1=NS(=O)(=O)c2cc(Cl)cc(Cl)c2N1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e4f90>,20,2.6715
CCOCc1cc(=O)c(O)co1,0.13,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e5000>,12,0.8819
CSC(=O)c1cccc2nnsc12,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e5070>,13,2.1945
COC(=O)c1[nH]cc(-c2ccc(Br)cc2)c1N1CCOCC1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e50e0>,22,3.0674
CCOC(=O)C1=NN(c2ccc(Cl)cc2Cl)C(C)(C(=O)OCC)C1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e5150>,24,3.4444
COc1ccc(C(=O)OCC2OC(n3cc(I)c(=O)[nH]c3=O)CC2O)cc1,0.22,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e51c0>,27,0.6552
O=C(OCC1OC(n2cc(I)c(=O)[nH]c2=O)CC1O)c1ccc([N+](=O)[O-])cc1,0.28,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e5230>,28,0.5548
CN(CCN)S(=O)(=O)c1ccc(C(C)(C)[N+](=O)[O-])c([N+](=O)[O-])c1,0.21,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e52a0>,23,0.685800000000001
CNCCN(C)S(=O)(=O)c1ccc(CONC(N)=O)c([N+](=O)[O-])c1,,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e5310>,24,-0.465399999999998
[O-][n+]1onc(-c2ccccc2)c1CO,0.34,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e5380>,14,0.4673
[O-][n+]1onc(CO)c1-c1ccccc1,0.34,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e53f0>,14,0.4673
OCc1nonc1-c1ccccc1,0.06,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e5460>,13,1.2289
O=Cc1c(-c2ccccc2)no[n+]1[O-],0.16,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e54d0>,14,0.7875
O=Cc1no[n+]([O-])c1-c1ccccc1,0.16,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e5540>,14,0.7875
CC(=O)OCCS(=O)(=O)c1ccc(S(N)(=O)=O)s1,,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e55b0>,18,-0.2677
NS(=O)(=O)c1ccc(SCCCCO)s1,0.05,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e5620>,15,1.2601
NS(=O)(=O)c1ccc(S(=O)(=O)CCCCO)s1,,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e5690>,17,-0.0583
CC(C)CNCCCS(=O)(=O)c1ccc(S(N)(=O)=O)s1,0.16,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e5700>,20,0.8049
NS(=O)(=O)c1ccc(SCCCCO)cc1,0.06,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e5770>,16,1.1986
NS(=O)(=O)c1ccc(S(=O)(=O)CCCCO)cc1,,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e57e0>,18,-0.1198
COC(=O)c1cc(S(N)(=O)=O)ccc1S(=O)(=O)CCO,,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e5850>,20,-1.1134
CC(C)CNCCS(=O)(=O)c1ccc(S(N)(=O)=O)cc1,0.44,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e58c0>,20,0.353300000000001
Nc1cc(S(N)(=O)=O)ccc1S(=O)(=O)CCO,,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e5930>,17,-1.3178
NS(=O)(=O)c1ccc(CCCO)cc1,0.55,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e59a0>,14,0.2589
CC(=O)OCCCc1ccc(S(N)(=O)=O)cc1,0.15,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e5a10>,17,0.8297
NS(=O)(=O)c1ccc(CCCCO)cc1,0.22,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e5a80>,15,0.649
NS(=O)(=O)c1ccc(CCCCCO)cc1,0.09,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e5af0>,16,1.0391
CC(=O)OCCCCCc1ccc(S(N)(=O)=O)cc1,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e5b60>,19,1.6099
CCn1cc(C(=O)NC(C)C(=O)OC)c(=O)c2ccc(C)nc21,0.1,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e5bd0>,23,1.01612
CON=C(C)c1cccc(Oc2nc(OC)cc(OC)n2)c1C(=O)OC,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e5c40>,26,2.4431
CCOc1cncc(Cl)n1,0.03,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e5cb0>,10,1.5287
CCCOc1cncc(Cl)n1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e5d20>,11,1.9188
Cc1cncc(C#N)n1,0.22,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e5d90>,9,0.6567
CCOc1cncc(OC)n1,0.13,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e5e00>,11,0.8839
COc1cncc(NC(C)=O)n1,0.36,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e5e70>,12,0.4436
COc1cncc(C#N)n1,0.44,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e5ee0>,10,0.35688
CCOC(=O)c1cncc(OC)n1,0.22,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e5f50>,13,0.6619
COc1cncc(N(C)C)n1,0.28,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e5fc0>,11,0.5512
CCOC(=O)c1cncc(N(C)C)n1,0.19,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e6030>,14,0.7193
CCOc1cnc(Cl)cn1,0.03,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e60a0>,10,1.5287
CC(=O)Nc1cnc(Cl)cn1,0.08,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e6110>,11,1.0884
CN(C)c1cnc(Cl)cn1,0.06,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e6180>,10,1.196
COc1cnc(N(C)C)cn1,0.28,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e61f0>,11,0.5512
Cc1ccc(Nc2c([N+](=O)[O-])c(C)nn2-c2ccccc2)cc1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e6260>,23,4.14094
Cc1cccc(Nc2c([N+](=O)[O-])c(C)nn2-c2ccccc2)c1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e62d0>,23,4.14094
Cc1nn(-c2ccccc2)c(Nc2ccc([N+](=O)[O-])cc2)c1[N+](=O)[O-],0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e6340>,25,3.74072
Cc1nn(-c2ccccc2)c(Nc2ccc(C(F)(F)F)cc2)c1[N+](=O)[O-],0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e63b0>,26,4.85132
O=c1c2cc(F)ccc2nc(-n2cncn2)n1-c1ccc(Cl)cc1Cl,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e6420>,25,3.4123
Nc1nc(NC2CC2)c2ncn(C3C=CC(CO)C3)c2n1,0.08,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e6490>,21,1.0923
CCC(=O)C1(c2cccc(OC(=O)C(C)(C)C)c2)CCN(C)CC1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e6500>,24,3.5806
CCC(=O)C1(c2cccc(OC(=O)c3ccccc3)c2)CCN(C)CC1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e6570>,26,3.8483
CCC(=O)C1(c2cccc(OC(=O)OC)c2)CCN(C)CC1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e65e0>,22,2.7743
CCC(=O)C1(c2cccc(OC(=O)OC(C)C)c2)CCN(C)CC1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e6650>,24,3.5529
CCC(=O)C1(c2cccc(OC(=O)OCC(C)C)c2)CCN(C)CC1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e66c0>,25,3.8005
CCCCOC(=O)Oc1cccc(C2(C(=O)CC)CCN(C)CC2)c1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e6730>,25,3.9446
COc1cc(OC)nc(N=C(O)NS(=O)(=O)Nc2ccccc2C(=O)C2CC2)n1,0.03,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e67a0>,29,1.5785
COc1ccc(NC(=O)C=Cc2ccc(O)c(O)c2)cc1OC,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e6810>,23,2.7669
COc1ccc(CNC(=O)C=Cc2ccc(O)c(O)c2)cc1OC,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e6880>,24,2.4446
COc1ccc(CCNC(=O)C=Cc2ccc(O)c(O)c2)cc1OC,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e68f0>,25,2.4871
CCCC(=O)C=Cc1ccc(O)c(O)c1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e6960>,15,2.4802
CCc1ccc2cc(O)c(O)cc2c1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e69d0>,14,2.8134
CCCCNC(=O)c1ccc2cc(O)c(O)cc2c1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e6a40>,19,2.7809
CCOc1ccc2cc(O)c(O)cc2c1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e6ab0>,15,2.6497
CCOC(=O)C(=Cc1ccc2c(c1)OCO2)NC=O,0.09,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e6b20>,19,1.0653
CCOC(=O)C(=Cc1ccc(OC)c(OC)c1)NC=O,0.04,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e6b90>,20,1.3538
CCOC(=O)C(=Cc1ccc(OC)cc1)NC=O,0.05,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e6c00>,18,1.3452
CCOC(=O)C(=Cc1ccc([N+](=O)[O-])cc1)NC=O,0.06,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e6c70>,19,1.2448
CCOC(=O)C(=Cc1cccc([N+](=O)[O-])c1)NC=O,0.06,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e6ce0>,19,1.2448
CCOC(=O)C(=Cc1ccc(Cl)cc1)NC=O,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e6d50>,17,1.99
CC(C)OC(=O)CS(=O)(=O)c1ccc(Cl)cc1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e6dc0>,17,2.0653
CCOC(=O)C(=Cc1cccc(Cl)c1)NC=O,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e6e30>,17,1.99
CCC(=O)OCC1OC(n2cnc3c(OC)ncnc32)C(OC(=O)CC)C1OC(=O)CC,0.05,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e6ea0>,32,1.3291
CCCC(=O)OCC1OC(n2cnc3c(OC)ncnc32)C(OC(=O)CCC)C1OC(=O)CCC,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e6f10>,35,2.4994
COc1ncnc2c1ncn2C1OC(COC(=O)C(C)C)C(OC(=O)C(C)C)C1OC(=O)C(C)C,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e6f80>,35,2.0671
CCCCC(=O)OC1C(CO)OC(n2cnc3c(OC)ncnc32)C1OC(=O)CCCC,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e6ff0>,32,1.9286
COc1ncnc2c1ncn2C1OC(CO)C(OC(=O)C(C)(C)C)C1OC(=O)C(C)(C)C,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e7060>,32,1.6404
COc1ncnc2c1ncn2C1OC(CO)C(OC(=O)Cc2ccccc2)C1OC(=O)Cc1ccccc1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e70d0>,38,2.0336
CCCCC(=O)OCC1OC(n2cnc3c(OC)ncnc32)C(OC(=O)CCCC)C1O,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e7140>,32,1.9286
COc1ncnc2c1ncn2C1OC(COC(=O)C(C)(C)C)C(O)C1OC(=O)C(C)(C)C,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e71b0>,32,1.6404
COc1ncnc2c1ncn2C1OC(COC(=O)c2ccccc2)C(O)C1OC(=O)c1ccccc1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e7220>,36,2.1758
COc1ccc(C(=O)OCC2OC(n3cnc4c(OC)ncnc43)C2OC(=O)c2ccc(OC)cc2)cc1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e7290>,38,2.8321
OC(Cn1ccnc1)(c1ccc(F)cc1)c1ccc(-c2ccncc2)cc1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e7300>,27,4.0203
OC(Cn1ccnc1)(c1ccc(F)cc1)c1ccc(-c2ccccn2)cc1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e7370>,27,4.0203
OC(Cn1ccnc1)(c1ccc(-c2cccnc2)cc1)c1ccc(F)cc1F,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e73e0>,28,4.1594
OC(Cn1ccnc1)(c1ccc(F)cc1)c1cccc(-c2ccncc2)c1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e7450>,27,4.0203
COc1ccc(C(O)(Cn2ccnc2)c2ccc(-c3ccncc3)cc2)cc1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e74c0>,28,3.8898
OC(Cn1ccnc1)(c1ccc(Cl)cc1)c1ccc(-c2ccncc2)cc1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e7530>,27,4.5346
CC(=O)c1ccc(C(O)(Cn2ccnc2)c2ccc(-c3ccncc3)cc2)cc1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e75a0>,29,4.0838
CN(C)c1ccc(C(O)(Cn2ccnc2)c2ccc(-c3ccncc3)cc2)cc1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e7610>,29,3.9472
OCc1ccc(C(O)(Cn2ccnc2)c2ccc(-c3ccncc3)cc2)cc1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e7680>,28,3.3735
OC(Cn1ccnc1)(c1ccc(-c2ccccn2)cc1)c1ccc(F)cc1F,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e76f0>,28,4.1594
C=CCC(NC(=O)C(Cc1ccccc1)NS(=O)(=O)N1CCOCC1)C(=O)NC(COC(F)(F)C(=O)NCCN1CCOCC1)CC1CCCCC1,0.05,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e7760>,52,1.33820000000001
C=CCC(NC(=O)C(Cc1ccccc1)NS(=O)(=O)N1CCOCC1)C(=O)NC(CC1CCCCC1)C(=O)C(F)(F)C(=O)NCCN1CCOCC1,0.12,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e77d0>,52,0.933200000000006
C=CCC(NC(=O)C(Cc1ccc(OC)cc1)NS(=O)(=O)N1CCOCC1)C(=O)NC(CC1CCCCC1)C(=O)C(F)(F)C(=O)NCCN1CCOCC1,0.11,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e7840>,54,0.941800000000005
C=CCC(NC(=O)C(Cc1ccccc1)NS(=O)(=O)N1CCN(C)CC1)C(=O)NC(CC1CCCCC1)C(=O)C(F)(F)C(=O)NCCN1CCOCC1,0.14,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e78b0>,53,0.848400000000007
CC(=O)NC(C)C(=O)NCC(=O)NC(C)C(=O)NC(C)(C)C,,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e7920>,22,-0.953399999999997
CC(=O)NC(C)C(=O)NC(C)C(=O)NC(C)C(=O)NC(C)(C)C,,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e7990>,23,-0.564899999999997
CC(=O)NC(C)C(=O)N1CCCC1C(=O)NC(C)C(=O)NC(C)(C)C,,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e7a00>,25,-0.0785999999999982
CC(=O)NC(C)C(=O)NC(Cc1ccccc1)C(=O)NC(C)C(=O)NC(C)(C)C,0.22,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e7a70>,29,0.657900000000002
CC(=O)NC(C)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(C)C(=O)NC(C)(C)C,0.07,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e7ae0>,32,1.1392
CC(=O)NC(C)C(=O)NC(CC(=O)O)C(=O)NC(C)C(=O)NC(C)(C)C,,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e7b50>,26,-1.1101
CCNC(=S)NS(=O)(=O)c1cnccc1NC1CCCCCCC1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e7bc0>,24,2.7791
O=[N+]([O-])N=C1NCCN1Cc1ccc(Cl)nc1,0.21,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e7c30>,17,0.6879
CCNC(=O)c1ccccc1OCC,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e7ca0>,14,1.835
CCOc1ccccc1C(=O)N(C(C)C)C(C)C,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e7d10>,18,3.3443
COc1ccc(C2Cc3c(cccc3C(F)(F)F)N(CCN(C)C)C(=O)C2C)cc1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e7d80>,30,4.5846
COc1ccc(C2Cc3c(cccc3C(F)(F)F)N(CCN(C)C)C(=O)C2OC(C)=O)cc1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e7df0>,33,3.8802
CC(C(=O)O)c1ccc(-c2nccs2)c(Br)c1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e7e60>,17,3.7607
CC(C)c1csc(-c2ccc(C(C)C(=O)O)cc2)n1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e7ed0>,19,4.1216
C=CCc1csc(-c2ccc(C(C)C(=O)O)cc2)n1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e7f40>,19,3.7267
CC(C(=O)O)c1ccc(-c2nc(CO)cs2)cc1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e8040>,18,2.4905
COCc1csc(-c2ccc(C(C)C(=O)O)cc2)n1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e80b0>,19,3.1446
CCc1cnc(-c2ccc(C(C)C(=O)O)cc2)s1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e8120>,18,3.5606
CCc1nc(-c2ccc(C(C)C(=O)O)cc2)sc1C,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e8190>,19,3.86902
CC(C(=O)O)c1ccc(-c2nc3c(s2)CCCC3)cc1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e8200>,20,3.877
Cc1csc(-c2ccc(C(C)C(=O)O)cc2F)n1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e8270>,18,3.44572
CCc1csc(-c2ccc(C(C)C(=O)O)cc2F)n1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e82e0>,19,3.6997
CC(C)c1csc(-c2ccc(C(C)C(=O)O)cc2F)n1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e8350>,20,4.2607
CCCCc1csc(-c2ccc(C(C)C(=O)O)cc2F)n1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e83c0>,21,4.4799
Cc1cnc(-c2ccc(C(C)C(=O)O)cc2F)s1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e8430>,18,3.44572
CCc1cnc(-c2ccc(C(C)C(=O)O)cc2F)s1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e84a0>,19,3.6997
Cc1nc(-c2ccc(C(C)C(=O)O)cc2F)sc1C,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e8510>,19,3.75414
CCc1nc(-c2ccc(C(C)C(=O)O)cc2F)sc1C,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e8580>,20,4.00812
Cc1csc(-c2ccc(C(C)C(=O)O)cc2Cl)n1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e85f0>,18,3.96002
CCc1csc(-c2ccc(C(C)C(=O)O)cc2Cl)n1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e8660>,19,4.214
CC(C)c1csc(-c2ccc(C(C)C(=O)O)cc2Cl)n1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e86d0>,20,4.775
CCCCc1csc(-c2ccc(C(C)C(=O)O)cc2Cl)n1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e8740>,21,4.9942
Cc1cnc(-c2ccc(C(C)C(=O)O)cc2Cl)s1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e87b0>,18,3.96002
CCc1cnc(-c2ccc(C(C)C(=O)O)cc2Cl)s1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e8820>,19,4.214
Cc1nc(-c2ccc(C(C)C(=O)O)cc2Cl)sc1C,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e8890>,19,4.26844
CCc1nc(-c2ccc(C(C)C(=O)O)cc2Cl)sc1C,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e8900>,20,4.52242
CCCCOCc1cc(=O)c(O)co1,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e8970>,14,1.6621
CCCOCc1cc(=O)c(O)co1,0.05,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e89e0>,13,1.272
O=c1[nH]c(=O)n(C2OC(CO)CC2F)cc1Cl,,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e8a50>,17,-0.1921
CC(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(N)=O,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e8ac0>,37,1.6741
CN(C)C=Nc1ccn(C2CC(F)C(CO)O2)c(=O)n1,0.83,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e8b30>,20,0.0826000000000001
O=c1nc(N=CN2CCOCC2)ccn1C1CC(O)C(CO)O1,,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e8ba0>,23,-1.124
O=c1nc(N=CN2CCCC2)ccn1C1CC(O)C(CO)O1,,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e8c10>,22,-0.3604
CCN(C=Nc1ccn(C2CC(O)C(CO)O2)c(=O)n1)CC,,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e8c80>,22,-0.1144
CC(C)N(C=Nc1ccn(C2CC(O)C(CO)O2)c(=O)n1)C(C)C,0.22,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e8cf0>,24,0.6626
C#CCOc1cc(OC(=O)N2CCC(F)(F)CC2)c(Cl)cc1Cl,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e8d60>,23,4.2353
O=C(Nc1ccccc1)NC1CC(C(=O)O)Nc2cc(Cl)cc(Cl)c21,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e8dd0>,25,4.125
CC(C)OC(=O)CSc1ccc([N+](=O)[O-])cc1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e8e40>,17,2.6385
COC(=O)CSc1ccc([N+](=O)[O-])cc1Cl,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e8eb0>,16,2.5133
CC(C)OC(=O)CSc1ccc([N+](=O)[O-])cc1Cl,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e8f20>,18,3.2919
CC(C)OC(=O)CSc1ccccc1[N+](=O)[O-],0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e8f90>,17,2.6385
COC(=O)CSc1ccc(Cl)cc1[N+](=O)[O-],0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e9000>,16,2.5133
CC(C)OC(=O)CS(=O)c1ccc([N+](=O)[O-])cc1,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e9070>,18,1.654
COC(=O)CS(=O)c1ccc([N+](=O)[O-])cc1Cl,0.03,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e90e0>,17,1.5288
CC(C)OC(=O)CS(=O)c1ccc([N+](=O)[O-])cc1Cl,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e9150>,19,2.3074
COC(=O)CS(=O)c1ccccc1[N+](=O)[O-],0.13,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e91c0>,16,0.8754
CC(C)OC(=O)CS(=O)c1ccccc1[N+](=O)[O-],0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e9230>,18,1.654
COC(=O)CS(=O)c1ccc(Cl)cc1[N+](=O)[O-],0.03,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e92a0>,17,1.5288
CC(C)OC(=O)CS(=O)c1ccc(Cl)cc1[N+](=O)[O-],0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e9310>,19,2.3074
COC(=O)CS(=O)c1ccc([N+](=O)[O-])cc1[N+](=O)[O-],0.16,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e9380>,19,0.7836
CC(C)OC(=O)CS(=O)c1ccc([N+](=O)[O-])cc1[N+](=O)[O-],0.03,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e93f0>,21,1.5622
CC(C)OC(=O)CS(=O)(=O)c1ccc([N+](=O)[O-])cc1,0.05,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e9460>,19,1.3201
COC(=O)CS(=O)(=O)c1ccc([N+](=O)[O-])cc1Cl,0.06,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e94d0>,18,1.1949
CC(C)OC(=O)CS(=O)(=O)c1ccc([N+](=O)[O-])cc1Cl,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e9540>,20,1.9735
CC(C)OC(=O)CS(=O)(=O)c1ccccc1[N+](=O)[O-],0.05,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e95b0>,19,1.3201
CC(C)OC(=O)CS(=O)(=O)c1ccc(Cl)cc1[N+](=O)[O-],0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e9620>,20,1.9735
CC(C)OC(=O)CSc1ccc(Cl)cc1[N+](=O)[O-],0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e9690>,18,3.2919
CC(C)OC(=O)CSc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e9700>,20,2.5467
CCCCC(C)CC(O)C=CC1C(O)CC2CC(CCOCC(=O)OC)CC21,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e9770>,28,3.7228
COc1cc(OC)n2nc(S(=O)(=O)Nc3c(Cl)ccc(C)c3Cl)nc2n1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e97e0>,26,2.55752
CC1CCC2CC(=O)N(C)C3OC4(C)CCC1C23OO4,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e9850>,20,2.0641
CCCN1C(=O)CC2CCC(C)C3CCC4(C)OOC23C1O4,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e98c0>,22,2.8443
